username,review_text,rating,at,appversion,sentiment,label_source,review_length
Fitria Luchika,Sejauh ini nyaman  aman pakai gojek walaupun apk suka minta diupdate huhuh tp baguss ko luv,5,2024-01-29 03:16:51,4.81.2,positive,rating_rule,91
Gun Gn,Tepat waktu dan cepat,5,2024-01-23 08:01:39,4.81.2,positive,rating_rule,21
Al Wahid,gojek maikin parahtitik lokasi maps dimana GPS dimana gak sesuai tolong lebih diperhatikan,2,2024-01-29 03:40:36,4.81.2,negative,rating_rule,90
Suwondo,Setelah update hp kentang yang kyk punya aku gak bisa pake gojek lg keluar sendiri,1,2024-01-29 03:44:37,4.81.2,negative,rating_rule,82
fajar priyo utomo,saat hujan sangat susah mendapatkan driver,3,2024-01-29 03:54:07,4.81.2,neutral,rating_rule,42
Atin Rachmawati,Mohon kongirmasinya buat gojek iniknp pas udh di update tapi malah semakin rusak tiap x buka aplk ny malah ga bisajd kecewa sekrang ini,1,2024-01-29 03:56:35,4.81.2,negative,rating_rule,135
Elvant Kurniawan,Aplikasi degan tarif mahalmasih mending maxim harga murahsaya klo transportasi pk maxim doang,1,2024-01-29 04:09:30,4.81.2,negative,rating_rule,93
Annisa Agustiani,Pesen gofood udah ga ti driver otomatis tiga kali terus dibatalin sistem Padahal udah nunggu hampir sejam Gak ada solusi lain apa selain ngerugiin customer,4,2024-01-29 04:10:41,4.81.2,positive,rating_rule,155
Rangga Gustin,gopay later saya malah di blokir padahal saya selalu bayar sebelum jatuh tempo parah bener,1,2024-01-29 04:15:54,4.81.2,negative,rating_rule,90
Aep Saepudin,Sat set sat set cepat,5,2024-01-29 04:19:52,4.81.2,positive,rating_rule,21
April Aprilia,Mudah mengerti,5,2024-01-29 07:07:55,4.81.2,positive,rating_rule,14
Ramadoni Doni,Aplikasi tolol daftar paylater udah lama dari limit 500rb sampe 5jt sekarang gapernah telat bayar selalu transaksi pakai gopaylater pas mau beli pulsa malah DIBLOKIR gopaylater saya padahal cuma mau beli pulsa saya gapernah telat bayar BELI PULSA DOANG DIBLOKIR EMANG DASAR APLIKASI SAMPAH TOLOL IDIOT MASIH ADA TAGIHAN GOPAYLATER 90RB TADINYA MAU SAYA BAYAR CUMA UDAH DI BLOKIR GITU MALES AMAT GUA BAYAR BODOAMAT KAGA BAKALAN GUA BAYAR SUMPAH,1,2024-01-29 07:37:06,4.81.2,negative,rating_rule,443
Idyas Iyas,Ini kenapa ya setelah saya update saya enggak dapat cash back padahal udah pakai promo Saya beli paket data Rp 100000 dan promo dapat cashback Rp 11000 tapi ga masuk cashback nya kenapa gitu ya,4,2024-01-23 12:41:24,4.81.2,positive,rating_rule,193
Daniel Frengky,Maksudmu opo cak ngomong kangen nak pipiii,1,2024-01-29 07:46:14,4.81.2,negative,rating_rule,42
Santi,sangat membantu,5,2024-01-29 10:35:06,4.81.2,positive,rating_rule,15
Rizki Ramadan,Woiii ini knp anj banyak banget iklanya mau masuk aplikasi apapun itu ada iklan aplikasi GOJEK bab,1,2024-01-29 10:47:08,4.81.2,negative,rating_rule,98
murtinah raharjo,Tiga dulu Apl sering sulit diakses,3,2024-01-29 10:54:16,4.81.2,neutral,rating_rule,34
Malla Satriadji,Ulasan di ganti  paylater tidak berfungsi,2,2024-01-29 10:57:37,4.81.2,negative,rating_rule,41
Ayu Miftri asih,Gojek apaan dahtadi waktu milih promo masih ada giliran udah ditop up tiba promo hangus Gajelas bgt,1,2024-01-29 10:59:03,4.81.2,negative,rating_rule,99
arief tim BMN,Nuhun,5,2024-01-29 11:17:21,4.81.2,positive,rating_rule,5
Dede suherman Dede,Kok gada mode pilihan pembayaran lain cuma gopay ama tunai ajh,1,2024-01-29 11:18:38,4.81.2,negative,rating_rule,62
RaviPRatamaPM RV,Akun saya saldo gopaynya hilang Saya ngk ada bikin pesananjam 0100 pas sore saya buka akun gojek buat bayar belanjaan di alfa Ternyata saldo saya udah berkurang aja 30rb pesan gojekini bukan soal nominal tapi caranya apa apan kayak gini Saya ngak terima Pengiriman ke ewallet juga LAMA saya sudah menunggu satu hari Dan bayar 2x ke penjual Ini APK ga punya customer service apa bagaimana Beda sama ewallet terbaik lainnya,1,2024-01-29 11:20:57,4.81.2,negative,rating_rule,421
Hendri Ajah,Penjemputannya kadanglama kadangcepet kendalanya cuma pada waktu pagi aja terkadang susah mendapatkan gojek skalinya dapet lama penjemputannya,5,2024-01-29 11:26:24,4.81.2,positive,rating_rule,142
Musfir Asyraf,GOJEK nya ramahdari mulai penjemputan  sampai tempat tujuanpemilihan rute sangat baiksikap drivernya sopanpokoknya,5,2024-01-29 11:34:21,4.81.2,positive,rating_rule,114
Mutiara Annisa,Abis di upgrade malah gak bisa pake gotransit nya payahhh,1,2024-01-29 11:43:38,4.81.2,negative,rating_rule,57
MARPy,Bagus Bisa Pesan Antar Ke Alamat Berbeda,5,2024-01-29 11:48:15,4.81.2,positive,rating_rule,40
Agus Sumarna30,Saya kurangi bintangnya karena tidak sesuaigop pinjam saya pertama lancar setelah limit naik di sayangkan tidak bisa di tariksecara pembayaran tepat waktu tidak pernah telatBuat apa limit di kasih naik kalau gabisa di tarikkalau bisa di tarik saya tambah lagi bintangnya,3,2024-01-23 04:30:39,4.81.2,neutral,rating_rule,270
Dwi Haryantini,Sangat terbantu untuk belanja,5,2024-01-29 12:03:22,4.81.2,positive,rating_rule,29
Ahmad Satori,aplikasi mau bankrut bikin draver sengsara,1,2024-01-29 12:04:13,4.81.2,negative,rating_rule,42
Yadi setiawan,Mantap terbantu sekali,5,2024-01-29 12:07:55,4.81.2,positive,rating_rule,22
Nopri Yanto,Sya puas pke gojek tolong utung para dever klo ad promo d ambil jngan bilang promonya abis karna ongkosnya murah,5,2024-01-29 12:08:28,4.81.2,positive,rating_rule,112
Prima Pratama,Makin hari makin kacau,1,2024-01-29 12:10:11,4.81.2,negative,rating_rule,22
juli purnomo,bintang berbicara,5,2024-01-29 12:12:34,4.81.2,positive,rating_rule,17
Suyono Gomad,Jos Gandos,5,2024-01-29 10:19:48,4.81.2,positive,rating_rule,10
Irfan Masguni,Sudah didownload malah dowload ulang lagipasnya didownload lamaaa sekali bahkan berulang ulang didownloaditu kenpa yah min,1,2024-01-29 10:14:24,4.81.2,negative,rating_rule,122
syahdi Black,Nice,5,2024-01-23 06:01:09,4.81.2,positive,rating_rule,4
Nani Nuryani,Sangat membatu sekali,5,2024-01-29 07:49:46,4.81.2,positive,rating_rule,21
Rindika Apriliani,sngt membantu,5,2024-01-29 07:50:38,4.81.2,positive,rating_rule,13
Toko Kharisma,eror gak bisa di buka,2,2024-01-29 08:03:19,4.81.2,negative,rating_rule,21
Ilham Bintang,Sangat membantu mobilitas orang,5,2024-01-29 08:10:19,4.81.2,positive,rating_rule,31
Novita naomi chayla,sejauh ini masih puas makai gojek untuk semua keperluan,5,2024-01-29 08:26:49,4.81.2,positive,rating_rule,55
muhammad abi,bermanfaat,5,2024-01-23 06:02:56,4.81.2,positive,rating_rule,10
Andris Ginanjar,Bagus dan cepat,5,2024-01-29 08:31:42,4.81.2,positive,rating_rule,15
Putri Fradnya,kenapa gopaylater saya tidak bisa digunakan dan ada tulisannya diblokir padahal limit masih ada dan tagihan terakhir pun sudah saya lunasi dulu tidak pernah begini semenjak beralih ke MAB pun denda telat bayarnya naik drastis sehari 50ribu makin aneh aja,1,2024-01-29 08:31:48,4.81.2,negative,rating_rule,254
nandaa,aplikasi ini membantu banget saat aku lagi gaada transportasi,5,2024-01-29 08:33:23,4.81.2,positive,rating_rule,61
Nurul Subiyanti,Driver gojeknya ga tau haluan lalu lintasga ramahga sabaransuka nerobos malah nyenggol anak SMK,1,2024-01-29 08:35:50,4.81.2,negative,rating_rule,95
sopandi ali,Bagus kl sdh muncul aplikasinya namun utk munculnya kadang sulit,5,2024-01-29 10:03:41,4.81.2,positive,rating_rule,64
Tedi Mulyadi,rubah rating gara2 sistem gopay ngaco parah,1,2024-01-29 08:47:23,4.81.2,negative,rating_rule,43
Leni Nuraeni,Cepet dapetnya,5,2024-01-29 08:51:13,4.81.2,positive,rating_rule,14
Ziyad Rizky,baik,5,2024-01-29 08:57:34,4.81.2,positive,rating_rule,4
irma yulianti,Ko setiap mau buka aplikasinya keluar sendiri terus ya Udah coba install ulang juga tetep sama keluar sendiri terus Aplikasi jadi tidak bisa digunakan,2,2024-01-29 08:57:56,4.81.2,negative,rating_rule,150
Ikmal Faiq,Apk tolol masa engga bisa ngojek di lokadi gw tolol banget,1,2024-01-29 09:13:01,4.81.2,negative,rating_rule,58
M agung prayogi,Sangat ramah baik,5,2024-01-29 09:44:07,4.81.2,positive,rating_rule,17
Achmad Gozali,Gojek ok sekali,5,2024-01-29 09:54:04,4.81.2,positive,rating_rule,15
Umar Farhan,Promo kurang and terlalu mahal,1,2024-01-23 09:05:33,4.81.2,negative,rating_rule,30
Syam Sury,Susah banget dapet driver kalo lagi ujan Padahal di depan mata sendiri drivernya lagi pada nongkrong,1,2024-01-29 02:15:15,4.81.2,negative,rating_rule,100
Andhika putra,Mangkin di update mangkin gk jelas limit gopay letter tersedia tp di blokir apk aneh sebelum di update malah aman aja,1,2024-01-29 02:08:52,4.81.2,negative,rating_rule,117
Ahmad Ramaliulhuda,Good application,5,2024-01-28 13:54:19,4.81.2,positive,rating_rule,16
RATIH PAWESTRI,Saya order gofood Dari restoran sudah chat bahwa masakan sudah ready utk diambil Tapi driver blm ada yg ambil karena mengirim pesanan harus sesuai estimasi pengiriman Jadinya saya harus nunggu lama padahal masakan udh siap,3,2024-01-23 11:27:04,4.81.2,neutral,rating_rule,222
suhar sono,Oke mantul,5,2024-01-28 14:18:59,4.81.2,positive,rating_rule,10
A Nabila Collection,Sangat membantu terimakasih,5,2024-01-24 00:22:07,4.81.2,positive,rating_rule,27
Hendrik HT'ean,Mantap brooo,5,2024-01-23 11:26:20,4.81.2,positive,rating_rule,12
Bella AS,Azzam,5,2024-01-28 14:56:56,4.81.2,positive,rating_rule,5
Fajar Meilisa_TPM_KOTA BOGOR,Banyak promonyaaa,5,2024-01-28 15:13:20,4.81.2,positive,rating_rule,17
Catur Aji Andika,Ada pengalaman dapet driver sombong dan kasar kronologi mesan grabcar kebetulan malem itu abis hujan jadi jalanan kotor dan becek pas driver sampe di lokasi penjemputan ponakan saya buka pintu depan dan masuk kemudian driver dengan nada tinggi bilang ke ponakan saya kaki kamu kotor mobil saya bersih sambil tangannya membersihkan bangku yang tadinya sudah diduduki ponakan saya Akhirnya kami tidak jadi naik mobil driver itu walaupun statusnya sudah dalam perjalanan dan uang sudah di driver,1,2024-01-28 15:23:50,4.81.2,negative,rating_rule,492
Rofi Muhammad Kahfi,Lumayan Promonya cuman saya sedikt yaa,5,2024-01-28 15:27:41,4.81.2,positive,rating_rule,38
bang oganz,Make everything easyerniceworkespecially the goCar,5,2024-01-28 15:38:18,4.81.2,positive,rating_rule,50
Siti Nurlela,Pesen go food sama driver dicancel mulu udh 3 kali heran deh pelayanan go food lama banget mentang mentang diskon Kalo dibandingin mending dishope food sih mahal dikit tp driver ny gercep,1,2024-01-28 15:50:55,4.81.2,negative,rating_rule,187
Nando Fernando,Parah di pesan gak ada yang mau satupun,1,2024-01-28 15:54:52,4.81.2,negative,rating_rule,39
Dedi Dedi,Selama saya pakai selalu tepat waktu jemput Cuma titik jemputnya agak susah menentu kan lokasi sendiri,4,2024-01-28 16:07:37,4.81.2,positive,rating_rule,102
Si Otong,Good apk,5,2024-01-28 16:13:55,4.81.2,positive,rating_rule,8
Mariana Gosaly,Sangat membantu pada saat kelaparan,5,2024-01-28 16:31:44,4.81.2,positive,rating_rule,35
Nurmaida martalena Tambun,Saya harus menghapus banyak permainan untuk ini tapi tetap tidak bisa didonwload emg semahal itu kah,2,2024-01-28 16:39:54,4.81.2,negative,rating_rule,100
Fanuel,Tolong lh diatur kehidupan drivers,5,2024-01-28 16:54:06,4.81.2,positive,rating_rule,34
Leni Kastuningsih,Kenapa aplikasi gojek di saya tidak bisa untuk membuat toko di goShop ya Tidak ada pilihan buat link,3,2024-01-28 16:57:16,4.81.2,neutral,rating_rule,100
didik susilo,Aplikasi yg sangat membantu,5,2024-01-23 11:07:30,4.81.2,positive,rating_rule,27
Dano Aleksa,Bagus keren keren,5,2024-01-28 17:34:28,4.81.2,positive,rating_rule,17
Yusuf Nurmuslim,Bagus terima kasih,5,2024-01-28 13:50:39,4.81.2,positive,rating_rule,18
Andi Putra,Ramah dan nyaman,5,2024-01-28 13:48:52,4.81.2,positive,rating_rule,16
agus bahtera s,Aplikasi yg simple dan mudah digunakan,4,2024-01-28 13:46:41,4.81.2,positive,rating_rule,38
Zulhan Arif,Gojek kenapa peta anda sering mengambil jalur yang tidak semestinya Kadang mutar lebih jauh kadang lewat jalur yang dari belakang tidak dapat dijangkau Tolong perbaiki ya sudah sering kejadian,3,2024-01-28 12:48:33,4.81.2,neutral,rating_rule,192
Nadiyya HP,Setahun ini Gojek tidak memuaskan,1,2024-01-28 11:58:19,4.81.2,negative,rating_rule,33
April Lyani,Kami mendeteksi pemakaian yang tidak biasa Kenapa dengan aplikasi gojek di hp sy Dari terahir tahun 2022 selalu begitu sampai saya hapus aplikasi gojek karena tidak bisa di gunakan dan saya beralih ke yang lain Sekarang saya download lagimasih tetap sama KAMI MENDETEKSI PEMAKAIAN YANG TIDAK BIASA Begitu terus dari tahun 2022 sampai sekarang Kenapa,1,2024-01-23 12:40:10,4.81.2,negative,rating_rule,349
Marini Dwi untari,Sangat membantu sekalii  baik gojek gofood gocarr,5,2024-01-28 12:08:10,4.81.2,positive,rating_rule,49
ari nurmaya,Gofood ini semakin lama semakin susah dpt driver sampe berjam2 g dpt2 pdhl udah pilih yg paling mahal kirimnya tetep aja g dpt restonya maka ga sampe sekilo terpaksa batalin terus karna ga tau mau sampai kapan nunggu dpt drivernya,1,2024-01-28 12:16:14,4.81.2,negative,rating_rule,230
3_Nabila Nur Maulida,Ayo download Grab,5,2024-01-23 12:37:00,4.81.2,positive,rating_rule,17
Ara qs,Sukses selau gojak,5,2024-01-28 12:32:09,4.81.2,positive,rating_rule,18
Alin Maharani,So far so good Keep up the good work,5,2024-01-28 12:46:30,4.81.2,positive,rating_rule,36
urip sugih,Gojek Sangat bermanfaat dan membantu,5,2024-01-28 12:46:47,4.81.2,positive,rating_rule,36
Andereas Candra,kurirnya bertanggungjawab menjalankan tugasnya hujanhujan tetap diantar Terima kasih untuk pelayanannya,5,2024-01-28 12:46:52,4.81.2,positive,rating_rule,103
Gum In,Fitur penjemputan tidak bisa aplikasi rusak,1,2024-01-28 12:47:16,4.81.2,negative,rating_rule,43
Muhammad Ilyas,Nikmati songkolo begadang bersama Gojek,2,2024-01-28 12:58:24,4.81.2,negative,rating_rule,39
Aditya Pratama,Untuk saat ini kenapa Gopay Later nya tidak bisa digunakan ya,5,2024-01-28 13:41:15,4.81.2,positive,rating_rule,61
Ismail Atuh,Bagus bgtt,5,2024-01-23 12:15:47,4.81.2,positive,rating_rule,10
Sulis tiya,Bagus tapi tolong ongkir nay jan ke 100,5,2024-01-28 13:06:37,4.81.2,positive,rating_rule,39
naljap anugiw,permisi min tolong adain fitur rute didalam rumah dong kayak tolong ambilin remot dibawah trs dianterin keatas mohon ya min terimakasih,5,2024-01-28 13:08:23,4.81.2,positive,rating_rule,135
Dinar Permatasari,Sangat kecewa pas hujan nggak mau ambil orderan,1,2024-01-28 13:10:15,4.81.2,negative,rating_rule,47
Abigail nizam Khalfani,Temen ku top up kena refund tanpa alasan,1,2024-01-28 13:16:06,4.81.2,negative,rating_rule,40
Yuli Kasiyanto,Kasihan sekarang ada gofood jarak dekat yg di bayar cuma 5000blm nunggu di restonya lama atau tidakkadang antarnya sampai 3kilo lebihjujur kalau di hitung2 mana cukup yauang jajan anak aja lebih dari 5000saya rasa gojek tidak berperi kemanusiaan dehpancasila di abaikan oleh gojekyg pimpin gojek jg blm tentu hafal pancasila,5,2024-01-28 13:19:11,4.81.2,positive,rating_rule,324
Yuni Faidatul,banyak promonyaa,5,2024-01-23 11:48:37,4.81.2,positive,rating_rule,16
Dodi Saktioktavianto,Oke bgt,5,2024-01-28 13:34:14,4.81.2,positive,rating_rule,7
Rustandi Andi,Aplilasi gojek tidak bisa di buka dan di gunakan,4,2024-01-28 17:44:53,4.81.2,positive,rating_rule,48
Dinny Waskito,saya sebenrnya pelanggan gojek tp iklannya setiap detik muncul di hp sy sangat menggangu pihak gojek apakah saya harus uninstal aplikasi anda supaya iklan gojek tidak masuk lagi ke hp saya,1,2024-01-28 18:12:40,4.81.2,negative,rating_rule,188
Aho HR,Aplikasi ampas Masa habis pesan makanan pake promo Tapi keburu tutup rumah makan kartu promo hilang Rugi banget Minimal ngerti ekonomi pengguna Bay,1,2024-01-28 18:42:22,4.81.2,negative,rating_rule,147
Lestari Herminingsih,Bagus cepat,2,2024-01-29 00:01:30,4.81.2,negative,rating_rule,11
Sutini Madi,Mantap aplikasinya,5,2024-01-29 00:35:29,4.81.2,positive,rating_rule,18
Muhamad Pegi,Semoga semaki menjangkau ke Lamandau,5,2024-01-29 00:46:30,4.81.2,positive,rating_rule,36
Eka kurniawati,bagus dan cepat,5,2024-01-23 09:38:59,4.81.2,positive,rating_rule,15
tri harsono,Ok banget aplikasinya,5,2024-01-29 01:10:42,4.81.2,positive,rating_rule,21
Sigit Sudarmanto,Selama saya pakai gojek bagus,5,2024-01-29 01:12:49,4.81.2,positive,rating_rule,29
Gilang NuariPradana,Gopay ne maksud nya gimana ya Untuk apa di kasih limit pay later kalau gk bisa di gunakan Bayar gk pernah telat ehhh pay later nya gk bisa di pakek alias di blokir agak lain memang ini aplikasi,1,2024-01-29 01:16:58,4.81.2,negative,rating_rule,193
panduwangi panduwangi,ok bgt,5,2024-01-29 01:26:25,4.81.2,positive,rating_rule,6
Ahmad Nawa,History pemakaian  Apakah ditanyakan ke puskesmas terdekat  Sebentarsebentar updatesebentar lagi update,2,2024-01-29 01:41:42,4.81.2,negative,rating_rule,103
Wanto Apung,Masih yg terbaik,5,2024-01-29 01:43:20,4.81.2,positive,rating_rule,16
Nina Nisrina,Apk keren gojek dan banyak diskonnya sukses,5,2024-01-29 01:47:32,4.81.2,positive,rating_rule,43
De Rohaetin,Pokonya Mantappp,5,2024-01-29 01:53:01,4.81.2,positive,rating_rule,16
Cinta 93,untuk wilayah berau masa dari tanjung redeb ke labanan gak adahadehhh cuman kotanya doangpdhl kita jga mau jalan keluar kota jga loh,1,2024-01-29 01:56:31,4.81.2,negative,rating_rule,132
Imam Mulyadi,Mantaaap,5,2024-01-29 01:59:24,4.81.2,positive,rating_rule,8
Nathan Firmansyah0903,Assalamualaikum ka mengapa ngebug pdhl sdh versi terbaru saya jadi sulit menggunakan krna keperluan saya dulu gojek apk bgus saya tidak berpindh2 mengapa skrng jd sering ngebug pdhl kuota full dan tdk menggunakan wifi tlong segera dibenari skrng install pun lama pendftrn pun lama segera diperbaiki ini membuat saya tidk nyaman krna sush msuk untuk ke aplikasinya dan slalu kembali ke beranda kak trma ksh,1,2024-01-23 09:11:51,4.81.2,negative,rating_rule,405
OyyMii,Tolonglah kasih driver yang jaraknya deket buset ini mah gua dapet drivernya setara indonesia  mekkah,1,2024-01-28 23:59:17,4.81.2,negative,rating_rule,101
nizhamul latif,respon sll lambat dan mapping rdk tepat,3,2024-01-28 23:38:09,4.81.2,neutral,rating_rule,39
asep priyatna,Aman dan nyaman,5,2024-01-28 22:47:08,4.81.2,positive,rating_rule,15
Vajar Dhani,Potongan terlalu tinggi bagi driver,1,2024-01-28 18:51:16,4.81.2,negative,rating_rule,35
Ubay Dillah,Sangat membantu sering sering Adain promo ya,5,2024-01-23 10:55:38,4.81.2,positive,rating_rule,44
Futicha Ayrlina,Mantaap bro,5,2024-01-28 20:18:09,4.81.2,positive,rating_rule,11
Yohana Rahayu,Update melulu,1,2024-01-28 20:43:36,4.81.2,negative,rating_rule,13
Usan Piter Askalis,mentenen mulu ajggua mau beli pulsa masa gitu aja lamaaa,1,2024-01-28 20:47:32,4.81.2,negative,rating_rule,56
Riz Wgd,Recommended,5,2024-01-28 21:13:58,4.81.2,positive,rating_rule,11
Dhafin Atharizz Aldrich,Maanntttaaabbssss,5,2024-01-23 10:42:25,4.81.2,positive,rating_rule,17
trio wahyudi,Mapnya tolong dibenerin ga sesuai arahannya Customer maupun drivernya jd sering bermasalah sy sering di Cancel secara sepihak krn problem ini Overall drivernya bagus gercep dan aplikasinya sudah bagus tp klo tidak didukung dengan system yg bagus akan rusak juga Terima kasih,5,2024-01-28 23:35:49,4.81.2,positive,rating_rule,274
محمد جبران ڤنديڮا,Saya ngasih rating satu karena aplikasi gojek ini nyarinya terlalu lama bahkan ini nyarinya udh 10 menit Saya ini masih sekolah dan saya biasanya pake gojek suka terlambat karena ini gojek nyari drivernya lama banget,1,2024-01-28 22:55:24,4.81.2,negative,rating_rule,216
Hafinda Lailatul,Tolong ini kenapa mau beli kuota ga bisa sih awalnya emang aku lupa sandi tp tetep ga bisa di bayar mana lagi buru buruayo dong tolong plis benerin jangan mempersulit padahal sebelum di update ga kek gini deh mana ga bisa di transfer bank pula lumayan banget uang yang di top up soalnya tapi ga bisa di pakai kecewa berat,1,2024-01-28 23:22:16,4.81.2,negative,rating_rule,321
Veni Agarita,ko setiap masuk gojek selalu nggk ada sinyal tolong perbaiki min,2,2024-01-28 23:26:04,4.81.2,negative,rating_rule,64
An Edman Syafei,Cepat dan ramah,4,2024-01-28 23:26:39,4.81.2,positive,rating_rule,15
Lek das Das,Ok la segini dulu,4,2024-01-28 23:28:26,4.81.2,positive,rating_rule,17
